kecamatan_subdistrict;name;nomor_komoditas;x2020;x2021;x2022;x2023;tabel
Sikka;soka_ixora_pohon_tree;12;-;-;141;19;5.6
Sikka;sri_rejeki_aglaonema_pohon_tree;13;-;-;125;14;5.6
Sikka;mangga_mango_kw_qui;1;80.640;42.116;19.416;13.365;5.7
Sikka;durian_durian_kw_qui;2;1.786;8.552;14.910;4.865;5.7
Sikka;jeruk_siam_keprok_orange_tangerine_kw_qui;3;342.286;126.264;4.229;1.669;5.7
Sikka;pisang_banana_kw_qui;4;823.132;284.952;150.673;56.329;5.7
Sikka;pepaya_papaya_kw_qui;5;94.480;73.940;35.182;17.382;5.7
Sikka;salak_snakefruit_kw_qui;6;15.176;5.419;7.482;2.240;5.7
Sikka;alpukat_avocado_kw_qui;7;36.271;24.556;26.383;11.196;5.7
Sikka;jambu_biji_guava_kw_qui;8;6.173;9.490;5.529;2.381;5.7
Sikka;nangka_cempedak_jackfruit_kw_qui;9;66.213;18.025;9.202;7.485;5.7
Sikka;nenas_pineapple_kw_qui;10;29.080;26.447;36.064;6.755;5.7
Sikka;rambutan_rambutan_kw_qui;11;4.196;3.940;2.566;2.467;5.7
Sikka;salak_snakefruit_kw_qui;12;15.176;5.419;7.482;2.240;5.7
Sikka;sirsak_soursop_kw_qui;13;6.789;6.152;2.080;2.997;5.7
Talibura;bawang_merah_shallots_ha_ha;1;1;3;1;1;5.1
Talibura;cabai_besar_chili_big_chili_ha_ha;2;4;NA;NA;NA;5.1
Talibura;cabai_keriting_chili_curly_chili_ha_ha;3;NA;-;-;-;5.1
Talibura;cabai_rawit_chili_cayenne_pepper_ha_ha;4;-;2;8;6;5.1
Talibura;kentang_potato_ha_ha;5;-;-;-;-;5.1
Talibura;kubis_cabbage_ha_ha;6;2;2;1;-;5.1
Talibura;tomat_tomato_ha_ha;7;3;3;7;5;5.1
Talibura;bawang_putih_garlic_ha_ha;8;-;-;-;-;5.1
Talibura;bawang_merah_shallots_kw_qui;1;50;6;2;12;5.2
Talibura;cabai_besar_chili_big_chili_kw_qui;2;170;NA;NA;NA;5.2
Talibura;cabai_keriting_chili_curly_chili_kw_qui;3;NA;-;-;-;5.2
Talibura;cabai_rawit_chili_cayenne_pepper_kw_qui;4;-;25;51;56;5.2
Talibura;kentang_potato_kw_qui;5;-;-;-;-;5.2
Talibura;kubis_cabbage_kw_qui;6;375;4;1;-;5.2
Talibura;tomat_tomato_kw_qui;7;380;12;18;24;5.2
Talibura;bawang_putih_garlic_kw_qui;8;-;-;-;-;5.2
Talibura;jahe_ginger_m2_m2;1;-;-;-;-;5.3
Talibura;laos_lengkuas_galanga_m2_m2;2;-;-;-;-;5.3
Talibura;kencur_east_indian_galangal_m2_m2;3;-;-;-;-;5.3
Talibura;kunyit_turmeric_m2_m2;4;-;-;-;-;5.3
Talibura;jahe_ginger_kg_kg;1;-;-;-;-;5.4
Talibura;laos_lengkuas_galanga_kg_kg;2;-;-;-;-;5.4
Talibura;kencur_east_indian_galangal_kg_kg;3;-;-;-;-;5.4
Talibura;kunyit_turmeric_kg_kg;4;-;-;-;-;5.4
Talibura;anggrek_pot_orchid_potted_orchid_m2_m2;1;NA;-;-;-;5.5
Talibura;anggrek_potong_cut_orchid_m2_m2;2;NA;-;-;-;5.5
Talibura;krisan_chrysantemum_m2_m2;3;-;-;-;-;5.5
Talibura;mawar_rose_m2_m2;4;-;-;-;-;5.5
Talibura;sedap_malam_tuberose_m2_m2;5;-;-;-;-;5.5
Talibura;anthurium_bunga_flamingo_lily_flower_m2_m2;6;-;-;-;-;5.5
Talibura;bugenvil_m2_m2;7;NA;-;-;-;5.5
Talibura;palem_palm_pohon_tree;8;-;-;-;-;5.5
Talibura;pedang_pedangan_sanseviera_m2_m2;9;-;-;-;-;5.5
Talibura;pisang_pisangan_heliconia_m2_m2;10;-;-;-;-;5.5
Talibura;puring_croton_m2_m2;11;NA;-;-;-;5.5
Talibura;soka_ixora_m2_m2;12;-;-;-;-;5.5
Talibura;sri_rejeki_aglaonema_m2_m2;13;-;-;-;-;5.5
Talibura;anggrek_potong_cut_orchid_tangkai_stalks;2;NA;-;-;-;5.6
Talibura;krisan_chrysantemum_tangkai_stalks;3;-;-;-;-;5.6
Talibura;mawar_rose_tangkai_stalks;4;-;-;-;-;5.6
Talibura;sedap_malam_tuberose_tangkai_stalks;5;-;-;-;-;5.6
Talibura;anthurium_bunga_flamingo_lily_flower_tangkai_stalks;6;-;-;-;-;5.6
Talibura;bugenvil_pohon_tree;7;NA;-;-;-;5.6
Talibura;palem_palm_pohon_tree;8;-;-;-;-;5.6
Talibura;pedang_pedangan_sanseviera_rumpun_clumps;9;-;-;-;-;5.6
Talibura;pisang_pisangan_heliconia_tangkai_stalks;10;-;-;-;-;5.6
Talibura;puring_croton_pohon_tree;11;NA;-;-;-;5.6
Talibura;soka_ixora_pohon_tree;12;-;-;-;-;5.6
Talibura;sri_rejeki_aglaonema_pohon_tree;13;-;-;-;-;5.6
Talibura;mangga_mango_kw_qui;1;2.000;700;276;332;5.7
Talibura;durian_durian_kw_qui;2;-;-;-;-;5.7
Talibura;jeruk_siam_keprok_orange_tangerine_kw_qui;3;-;-;-;-;5.7
Talibura;pisang_banana_kw_qui;4;29.810;72.000;22.052;16.591;5.7
Talibura;pepaya_papaya_kw_qui;5;1.030;6.235;465;585;5.7
Talibura;salak_snakefruit_kw_qui;6;259;600;137;20;5.7
Talibura;alpukat_avocado_kw_qui;7;-;520;100;170;5.7
Talibura;jambu_biji_guava_kw_qui;8;-;-;-;-;5.7
Talibura;nangka_cempedak_jackfruit_kw_qui;9;185;64;83;328;5.7
Talibura;nenas_pineapple_kw_qui;10;1.474;1.440;2.901;580;5.7
Talibura;rambutan_rambutan_kw_qui;11;365;170;114;80;5.7
Talibura;salak_snakefruit_kw_qui;12;259;600;137;20;5.7
Talibura;sirsak_soursop_kw_qui;13;-;-;-;-;5.7
Tana Wawo;bawang_merah_shallots_ha_ha;1;7;7;5;4;5.1
Tana Wawo;cabai_besar_chili_big_chili_ha_ha;2;5;NA;NA;NA;5.1
Tana Wawo;cabai_keriting_chili_curly_chili_ha_ha;3;NA;2;2;-;5.1
Tana Wawo;cabai_rawit_chili_cayenne_pepper_ha_ha;4;18;17;13;5;5.1
Tana Wawo;kentang_potato_ha_ha;5;-;-;-;0;5.1
Tana Wawo;kubis_cabbage_ha_ha;6;-;1;-;-;5.1
Tana Wawo;tomat_tomato_ha_ha;7;7;5;1;0;5.1
Tana Wawo;bawang_putih_garlic_ha_ha;8;-;-;-;-;5.1
Tana Wawo;bawang_merah_shallots_kw_qui;1;497;23;24;23;5.2
Tana Wawo;cabai_besar_chili_big_chili_kw_qui;2;735;NA;NA;NA;5.2
Tana Wawo;cabai_keriting_chili_curly_chili_kw_qui;3;NA;9;5;-;5.2
Tana Wawo;cabai_rawit_chili_cayenne_pepper_kw_qui;4;3.300;92;104;40;5.2
Tana Wawo;kentang_potato_kw_qui;5;-;-;-;12;5.2
Tana Wawo;kubis_cabbage_kw_qui;6;-;40;-;-;5.2
Tana Wawo;tomat_tomato_kw_qui;7;231;22;2;1;5.2
Tana Wawo;bawang_putih_garlic_kw_qui;8;-;-;-;-;5.2
Tana Wawo;jahe_ginger_m2_m2;1;7.000;22.500;27.500;800;5.3
Tana Wawo;laos_lengkuas_galanga_m2_m2;2;6.020;5.700;700;560;5.3
Tana Wawo;kencur_east_indian_galangal_m2_m2;3;7.800;13.000;15.200;450;5.3
Tana Wawo;kunyit_turmeric_m2_m2;4;12.125;16.500;26.000;900;5.3
Tana Wawo;jahe_ginger_kg_kg;1;19.000;14.000;37.750;330;5.4
Tana Wawo;laos_lengkuas_galanga_kg_kg;2;7.300;5.410;700;220;5.4
Tana Wawo;kencur_east_indian_galangal_kg_kg;3;9.300;23.800;22.800;260;5.4
Tana Wawo;kunyit_turmeric_kg_kg;4;20.750;10.450;26.300;410;5.4
Tana Wawo;anggrek_pot_orchid_potted_orchid_m2_m2;1;NA;-;-;-;5.5
Tana Wawo;anggrek_potong_cut_orchid_m2_m2;2;NA;-;-;-;5.5
Tana Wawo;krisan_chrysantemum_m2_m2;3;-;-;-;-;5.5
Tana Wawo;mawar_rose_m2_m2;4;-;-;-;-;5.5
Tana Wawo;sedap_malam_tuberose_m2_m2;5;-;-;-;-;5.5
Tana Wawo;anthurium_bunga_flamingo_lily_flower_m2_m2;6;-;-;-;-;5.5
Tana Wawo;bugenvil_m2_m2;7;NA;-;-;-;5.5
Tana Wawo;palem_palm_pohon_tree;8;-;-;-;-;5.5
Tana Wawo;pedang_pedangan_sanseviera_m2_m2;9;-;-;-;-;5.5
Tana Wawo;pisang_pisangan_heliconia_m2_m2;10;-;-;-;-;5.5
Tana Wawo;puring_croton_m2_m2;11;NA;-;-;-;5.5
Tana Wawo;soka_ixora_m2_m2;12;-;-;-;-;5.5
Tana Wawo;sri_rejeki_aglaonema_m2_m2;13;-;-;-;-;5.5
Tana Wawo;anggrek_potong_cut_orchid_tangkai_stalks;2;NA;-;-;-;5.6
Tana Wawo;krisan_chrysantemum_tangkai_stalks;3;-;-;-;-;5.6
Tana Wawo;mawar_rose_tangkai_stalks;4;-;-;-;-;5.6
Tana Wawo;sedap_malam_tuberose_tangkai_stalks;5;-;-;-;-;5.6
Tana Wawo;anthurium_bunga_flamingo_lily_flower_tangkai_stalks;6;-;-;-;-;5.6
Tana Wawo;bugenvil_pohon_tree;7;NA;-;-;-;5.6
Tana Wawo;palem_palm_pohon_tree;8;-;-;-;-;5.6
Tana Wawo;pedang_pedangan_sanseviera_rumpun_clumps;9;-;-;-;-;5.6
Tana Wawo;pisang_pisangan_heliconia_tangkai_stalks;10;-;-;-;-;5.6
Tana Wawo;puring_croton_pohon_tree;11;NA;-;-;-;5.6
Tana Wawo;soka_ixora_pohon_tree;12;-;-;-;-;5.6
Tana Wawo;sri_rejeki_aglaonema_pohon_tree;13;-;-;-;-;5.6
Tana Wawo;mangga_mango_kw_qui;1;4.200;2.500;509;119;5.7
Tana Wawo;durian_durian_kw_qui;2;250;289;508;-;5.7
Tana Wawo;jeruk_siam_keprok_orange_tangerine_kw_qui;3;5.000;4.020;947;123;5.7
Tana Wawo;pisang_banana_kw_qui;4;93.000;46.580;5.613;568;5.7
Tana Wawo;pepaya_papaya_kw_qui;5;3.200;531;175;67;5.7
Tana Wawo;salak_snakefruit_kw_qui;6;-;-;-;-;5.7
Tana Wawo;alpukat_avocado_kw_qui;7;4.200;2.500;314;82;5.7
Tana Wawo;jambu_biji_guava_kw_qui;8;325;650;185;-;5.7
Tana Wawo;nangka_cempedak_jackfruit_kw_qui;9;2.900;2.142;390;79;5.7
Tana Wawo;nenas_pineapple_kw_qui;10;174;307;408;46;5.7
Tana Wawo;rambutan_rambutan_kw_qui;11;-;-;-;-;5.7
Tana Wawo;salak_snakefruit_kw_qui;12;-;-;-;-;5.7
Tana Wawo;sirsak_soursop_kw_qui;13;371;350;132;-;5.7
Waiblama;bawang_merah_shallots_ha_ha;1;-;-;-;-;5.1
Waiblama;cabai_besar_chili_big_chili_ha_ha;2;-;NA;NA;NA;5.1
Waiblama;cabai_keriting_chili_curly_chili_ha_ha;3;NA;2;-;-;5.1
Waiblama;cabai_rawit_chili_cayenne_pepper_ha_ha;4;4;1;-;-;5.1
Waiblama;kentang_potato_ha_ha;5;-;-;-;-;5.1
Waiblama;kubis_cabbage_ha_ha;6;-;-;-;-;5.1
Waiblama;tomat_tomato_ha_ha;7;-;1;1;-;5.1
Waiblama;bawang_putih_garlic_ha_ha;8;-;-;-;-;5.1
Waiblama;bawang_merah_shallots_kw_qui;1;-;-;-;-;5.2
Waiblama;cabai_besar_chili_big_chili_kw_qui;2;-;NA;NA;NA;5.2
Waiblama;cabai_keriting_chili_curly_chili_kw_qui;3;NA;3;-;-;5.2
Waiblama;cabai_rawit_chili_cayenne_pepper_kw_qui;4;15;2;-;-;5.2
Waiblama;kentang_potato_kw_qui;5;-;-;-;-;5.2
Waiblama;kubis_cabbage_kw_qui;6;-;-;-;-;5.2
Waiblama;tomat_tomato_kw_qui;7;-;1;145;-;5.2
Waiblama;bawang_putih_garlic_kw_qui;8;-;-;-;-;5.2
Waiblama;jahe_ginger_m2_m2;1;1.005;75;75;1.900;5.3
Waiblama;laos_lengkuas_galanga_m2_m2;2;715;125;125;125;5.3
Waiblama;kencur_east_indian_galangal_m2_m2;3;420;150;150;1.950;5.3
Waiblama;kunyit_turmeric_m2_m2;4;750;25;25;2.050;5.3
Waiblama;jahe_ginger_kg_kg;1;242;272;203;590;5.4
Waiblama;laos_lengkuas_galanga_kg_kg;2;700;249;437;100;5.4
Waiblama;kencur_east_indian_galangal_kg_kg;3;343;170;103;965;5.4
Waiblama;kunyit_turmeric_kg_kg;4;323;65;52;1.350;5.4
Waiblama;anggrek_pot_orchid_potted_orchid_m2_m2;1;NA;-;-;-;5.5
Waiblama;anggrek_potong_cut_orchid_m2_m2;2;NA;-;-;-;5.5
Waiblama;krisan_chrysantemum_m2_m2;3;-;-;-;-;5.5
Waiblama;mawar_rose_m2_m2;4;-;-;-;-;5.5
Waiblama;sedap_malam_tuberose_m2_m2;5;-;-;-;-;5.5
Waiblama;anthurium_bunga_flamingo_lily_flower_m2_m2;6;-;-;-;-;5.5
Waiblama;bugenvil_m2_m2;7;NA;-;-;-;5.5
Waiblama;palem_palm_pohon_tree;8;-;-;-;-;5.5
Waiblama;pedang_pedangan_sanseviera_m2_m2;9;-;-;-;-;5.5
Waiblama;pisang_pisangan_heliconia_m2_m2;10;-;-;-;-;5.5
Waiblama;puring_croton_m2_m2;11;NA;-;-;-;5.5
Waiblama;soka_ixora_m2_m2;12;-;-;-;-;5.5
Waiblama;sri_rejeki_aglaonema_m2_m2;13;-;-;-;-;5.5
Waiblama;anggrek_potong_cut_orchid_tangkai_stalks;2;NA;-;-;-;5.6
Waiblama;krisan_chrysantemum_tangkai_stalks;3;-;-;-;-;5.6
Waiblama;mawar_rose_tangkai_stalks;4;-;-;-;-;5.6
Waiblama;sedap_malam_tuberose_tangkai_stalks;5;-;-;-;-;5.6
Waiblama;anthurium_bunga_flamingo_lily_flower_tangkai_stalks;6;-;-;-;-;5.6
Waiblama;bugenvil_pohon_tree;7;NA;-;-;-;5.6
Waiblama;palem_palm_pohon_tree;8;-;-;-;-;5.6
Waiblama;pedang_pedangan_sanseviera_rumpun_clumps;9;-;-;-;-;5.6
Waiblama;pisang_pisangan_heliconia_tangkai_stalks;10;-;-;-;-;5.6
Waiblama;puring_croton_pohon_tree;11;NA;-;-;-;5.6
Waiblama;soka_ixora_pohon_tree;12;-;-;-;-;5.6
Waiblama;sri_rejeki_aglaonema_pohon_tree;13;-;-;-;-;5.6
Waiblama;mangga_mango_kw_qui;1;450;251;654;1.133;5.7
Waiblama;durian_durian_kw_qui;2;-;-;-;-;5.7
Waiblama;jeruk_siam_keprok_orange_tangerine_kw_qui;3;15;20;24;10;5.7
Waiblama;pisang_banana_kw_qui;4;13.991;4.468;5.002;2.255;5.7
Waiblama;pepaya_papaya_kw_qui;5;4.200;3.930;1.455;1.193;5.7
Waiblama;salak_snakefruit_kw_qui;6;-;4;4;1;5.7
Waiblama;alpukat_avocado_kw_qui;7;6;19;15;36;5.7
Waiblama;jambu_biji_guava_kw_qui;8;140;161;176;340;5.7
Waiblama;nangka_cempedak_jackfruit_kw_qui;9;1.972;2.927;908;1.375;5.7
Waiblama;nenas_pineapple_kw_qui;10;816;5.249;6.870;1.279;5.7
Waiblama;rambutan_rambutan_kw_qui;11;16;16;20;5;5.7
Waiblama;salak_snakefruit_kw_qui;12;-;4;4;1;5.7
Waiblama;sirsak_soursop_kw_qui;13;24;20;20;74;5.7
Waigete;bawang_merah_shallots_ha_ha;1;2;1;4;1;5.1
Waigete;cabai_besar_chili_big_chili_ha_ha;2;-;NA;NA;NA;5.1
Waigete;cabai_keriting_chili_curly_chili_ha_ha;3;NA;0;2;1;5.1
Waigete;cabai_rawit_chili_cayenne_pepper_ha_ha;4;2;5;5;4;5.1
Waigete;kentang_potato_ha_ha;5;-;-;-;-;5.1
Waigete;kubis_cabbage_ha_ha;6;1;2;4;2;5.1
Waigete;tomat_tomato_ha_ha;7;3;6;10;1;5.1
Waigete;bawang_putih_garlic_ha_ha;8;-;-;-;-;5.1
Waigete;bawang_merah_shallots_kw_qui;1;128;33;9;7;5.2
Waigete;cabai_besar_chili_big_chili_kw_qui;2;-;NA;NA;NA;5.2
Waigete;cabai_keriting_chili_curly_chili_kw_qui;3;NA;8;14;11;5.2
Waigete;cabai_rawit_chili_cayenne_pepper_kw_qui;4;45;49;119;22;5.2
Waigete;kentang_potato_kw_qui;5;-;-;-;-;5.2
Waigete;kubis_cabbage_kw_qui;6;23;5;8;28;5.2
Waigete;tomat_tomato_kw_qui;7;364;98;49;6;5.2
Waigete;bawang_putih_garlic_kw_qui;8;-;-;-;-;5.2
Waigete;jahe_ginger_m2_m2;1;0;2;1;-;5.3
Waigete;laos_lengkuas_galanga_m2_m2;2;0;1;-;-;5.3
Waigete;kencur_east_indian_galangal_m2_m2;3;0;2;-;12;5.3
Waigete;kunyit_turmeric_m2_m2;4;0;2;-;38;5.3
Waigete;jahe_ginger_kg_kg;1;0;11;1;-;5.4
Waigete;laos_lengkuas_galanga_kg_kg;2;0;5;-;-;5.4
Waigete;kencur_east_indian_galangal_kg_kg;3;0;11;-;96;5.4
Waigete;kunyit_turmeric_kg_kg;4;0;11;-;96;5.4
Waigete;anggrek_pot_orchid_potted_orchid_m2_m2;1;NA;-;-;-;5.5
Waigete;anggrek_potong_cut_orchid_m2_m2;2;NA;-;-;-;5.5
Waigete;krisan_chrysantemum_m2_m2;3;-;-;-;-;5.5
Waigete;mawar_rose_m2_m2;4;-;-;-;-;5.5
Waigete;sedap_malam_tuberose_m2_m2;5;-;-;-;-;5.5
Waigete;anthurium_bunga_flamingo_lily_flower_m2_m2;6;-;-;-;-;5.5
Waigete;bugenvil_m2_m2;7;NA;-;-;-;5.5
Waigete;palem_palm_pohon_tree;8;-;-;-;-;5.5
Waigete;pedang_pedangan_sanseviera_m2_m2;9;-;-;-;-;5.5
Waigete;pisang_pisangan_heliconia_m2_m2;10;-;-;-;-;5.5
Waigete;puring_croton_m2_m2;11;NA;-;-;-;5.5
Waigete;soka_ixora_m2_m2;12;-;-;-;-;5.5
Waigete;sri_rejeki_aglaonema_m2_m2;13;-;-;-;-;5.5
Waigete;anggrek_potong_cut_orchid_tangkai_stalks;2;NA;-;-;-;5.6
Waigete;krisan_chrysantemum_tangkai_stalks;3;-;-;-;-;5.6
Waigete;mawar_rose_tangkai_stalks;4;-;-;-;-;5.6
Waigete;sedap_malam_tuberose_tangkai_stalks;5;-;-;-;-;5.6
Waigete;anthurium_bunga_flamingo_lily_flower_tangkai_stalks;6;-;-;-;-;5.6
Waigete;bugenvil_pohon_tree;7;NA;-;-;-;5.6
Waigete;palem_palm_pohon_tree;8;-;-;-;-;5.6
Waigete;pedang_pedangan_sanseviera_rumpun_clumps;9;-;-;-;-;5.6
Waigete;pisang_pisangan_heliconia_tangkai_stalks;10;-;-;-;-;5.6
Waigete;puring_croton_pohon_tree;11;NA;-;-;-;5.6
Waigete;soka_ixora_pohon_tree;12;-;-;-;-;5.6
Waigete;sri_rejeki_aglaonema_pohon_tree;13;-;-;-;-;5.6
Waigete;mangga_mango_kw_qui;1;6.500;2.340;571;507;5.7
Waigete;durian_durian_kw_qui;2;112;95;80;57;5.7
Waigete;jeruk_siam_keprok_orange_tangerine_kw_qui;3;57;70;17;55;5.7
Waigete;pisang_banana_kw_qui;4;41.060;13.140;2.900;1.595;5.7
Waigete;pepaya_papaya_kw_qui;5;14.300;8.001;1.593;1.398;5.7
Waigete;salak_snakefruit_kw_qui;6;485;650;62;10;5.7
Waigete;alpukat_avocado_kw_qui;7;5.500;1.727;134;48;5.7
Waigete;jambu_biji_guava_kw_qui;8;1.250;1.370;241;167;5.7
Waigete;nangka_cempedak_jackfruit_kw_qui;9;3.225;2.291;775;306;5.7
Waigete;nenas_pineapple_kw_qui;10;798;638;800;495;5.7
Waigete;rambutan_rambutan_kw_qui;11;386;550;360;274;5.7
Waigete;salak_snakefruit_kw_qui;12;485;650;62;10;5.7
Waigete;sirsak_soursop_kw_qui;13;2.756;1.965;262;134;5.7
NA;anggrek_pot_orchid_potted_orchid_pohon_tree;1;NA;NA;NA;NA;5.6
